Microorganism,Culture_type,Pesticide,Evidence,Isolation_environment,Isolation_Location,Publication_Year,Enzyme,Enzyme_name_reported,Gene,Reference,Metabolite_or_product
Pseudomonas sp.,Individual strain,Malathion,Experimental evidence,Agricultural soil,USA,1966,Hydrolases,Carboxylesterase,,10.1126/science.153.3741.1278,
Nostoc muscorum,Individual strain,Malathion,Experimental evidence,Water,Egypt,2014,,,,10.1155/2014/392682,
Bacillus safensis,Individual strain,Malathion,Experimental evidence,Contaminated soil,Sudan,2016,,,,10.1021/acs.jafc.6b03334,
B. subtilis,Individual strain,Malathion,Experimental evidence,Contaminated soil,Sudan,2016,,,,10.1021/acs.jafc.6b03334,
B. cereus,Individual strain,Malathion,Experimental evidence,Contaminated soil,Sudan,2016,,,,10.1021/acs.jafc.6b03334,
Enterobacter cloacae PMM16,Individual strain,Malathion,Experimental evidence,Agricultural soil,Mexico,2016,,,,10.1080/03601234.2016.1211906,
Enterobacter amnigenus XGL214,Individual strain,Malathion,Experimental evidence,Agricultural soil,Mexico,2016,,,,10.1080/03601234.2016.1211906,
Aspergillus oryzae,Individual strain,Malathion,Experimental evidence,Freshwater pond,USA,1975,,,,10.1007/BF01685186,
Micrococcus sp.,Individual strain,Malathion,Experimental evidence,Agricultural soil,India,1998,,,,10.1007/BF02815536,
Pseudomonas sp.,Individual strain,Malathion,Experimental evidence,Agricultural soil,India,1988,,,,10.1007/BF02815536,
Pseudomonas sp.,Individual strain,Malathion,Experimental evidence,Activated sludge,Pakistan,2002,,,,pjbs.2002.699.703,
Enterobacter cloacae K7,Individual strain,Glyphosate,Experimental evidence,Rhizoplane,Russia,2014,Lyases,C–P lyase,,10.1016/j.micres.2013.03.002,
Arthrobacter sp. GLP-1/Nit-1,Individual strain,Glyphosate,Experimental evidence,Soil (Modified stain),Germany,1988,Lyases,C–P lyase,phn operon (implied),10.1128/aem.54.11.2868-2870.1988,
Bacillus cereus CB4,Individual strain,Glyphosate,Experimental evidence,Contaminated soil,China,2012,Lyases,C–P lyase,Not specied,10.2323/jgam.58.263,AMPA; Glyoxylate; Sarcosine; Glycine; Formaldehyde
Bacillus cereus CB4,Individual strain,Glyphosate,Experimental evidence,Contaminated soil,China,2012,Oxidoreductases,Glyphosate oxidoreductase,,10.2323/jgam.58.263,AMPA; Glyoxylate; Sarcosine; Glycine; Formaldehyde
Ochrobactrum sp. BTU1,Individual strain,Glyphosate,Experimental evidence,Not specified,Germany,2024,Lyases,C–P lyase,phnCDEFGHIJKLMNOP,10.1016/j.micres.2024.127600,
Burkholderia vietnamiensis AQ5-12,Individual strain,Glyphosate,Experimental evidence,Contaminated soil,Malaysia,2018,,,,10.1007/s13205-018-1141-2,
Burkholderia sp. AQ5-13,Individual strain,Glyphosate,Experimental evidence,Contaminated soil,Malaysia,2018,,,,10.1007/s13205-018-1141-2,
Pseudomonas sp. PG2982,Individual strain,Glyphosate,Experimental evidence,Soil,USA,1987,Glyphosate oxidase,Sarcosine oxidase,,PMID: 2442160 (no DOI),
Pseudomonas sp. QJX-1,Individual strain,Glyphosate,Experimental evidence,Water,China,2023,Oxidoreductases,Oxidoreductases,,10.1016/j.jhazmat.2023.130902,
Stenotrophomonas acidaminiphila Y4B,Individual strain,Glyphosate,Experimental evidence,Activated sludge,China,2022,Oxidoreductases,Glyphosate oxidase,,10.1021/acs.jafc.2c05612,
Pseudomonas sp. PG2982,Individual strain,Glyphosate,Experimental evidence,Soil,USA,1986,Oxidoreductases,Sarcosine oxidase,,10.1128/jb.168.2.702-707.1986,
Ensifer sp.,Individual strain,Glyphosate,Experimental evidence,Stream biofilms,France,2021,Lyases,C-P lyase,phn operon,10.1016/j.jhazmat.2021.126651,
Acidovorax sp.,Individual strain,Glyphosate,Experimental evidence,Stream biofilms,France,2021,Lyases,C-P lyase,phn operon,10.1016/j.jhazmat.2021.126651,
Ochrobactrum spp.,Individual strain,Glyphosate,Experimental evidence,Stream biofilms,France,2021,Lyases,C-P lyase,phn operon,10.1016/j.jhazmat.2021.126651,
Providencia rettgeri GDB1,Individual strain,Glyphosate,Experimental evidence,Contaminated soil,China,2019,Oxidoreductases,Glyphosate oxidoreductase,,10.1016/j.jbiosc.2019.01.012,
Pseudomonas 4ASW,Individual strain,Glyphosate,Experimental evidence,Soil,France,2008,Lyases,C–P lyase,,10.1007/s00253-007-1259-3,
Arthrobacter sp. N4,Individual strain,Glyphosate,Experimental evidence,Soil,France,2008,Lyases,C–P lyase,,10.1007/s00253-007-1259-3,
Pseudomonas sp. PG2982,Individual strain,Glyphosate,Experimental evidence,Soil,USA,1985,Lyases,C–P lyase (pathway inferred),Not specified,PMID: 3997803 (No DOI),
Rhodococcus soli G41,Individual strain,Glyphosate,Experimental evidence,Contaminated soil,Vietnam,2022,Oxidoreductases,Sarcosine pathway enzymes,soxB,10.1007/s00203-022-02875-0,
Arthrobacter sp. GLP-1,Individual strain,Glyphosate,Experimental evidence,Soil,Germany,1987,Lyases,C–P lyase,,10.1111/j.1432-1033.1987.tb11437.x,
Pseudomonas sp. LBr,Individual strain,Glyphosate,Experimental evidence,Contaminated water,USA,1988,Oxidoreductases,Glyphosate oxidoreductase,,10.1128/AEM.54.12.2953-2958.1988,
Bacillus cereus AKAD 3-1,Individual strain,Glyphosate,Experimental evidence,Rhizosphere soil,India,2023,Oxidoreductases,Oxidoreductases,,10.1016/j.ecoenv.2023.114628,
Ochrobactrum sp. GDOS,Individual strain,Glyphosate,Experimental evidence,Agricultural soil,Iran,2013,Oxidoreductases,Glyphosate oxidoreductase,,10.1080/03601234.2013.730319,
Ochrobactrum anthropi LBAA,Individual strain,Glyphosate,Experimental evidence,Soil,USA,1997,,,,10.1080/004982597240235,
Ochrobactrum anthropi S5,Individual strain,Glyphosate,Experimental evidence,Soil,USA,1997,,,,10.1080/004982597240235,
Pseudomonas spp. GA07,Individual strain,Glyphosate,Experimental evidence,Contaminated soil,China,2015,Lyases,C–P lyase,,10.2323/jgam.61.165,
Pseudomonas spp. GA07,Individual strain,Glyphosate,Experimental evidence,Contaminated soil,China,2015,Oxidoreductases,Glyphosate oxidoreductase,,10.2323/jgam.61.165,
Pseudomonas spp. GA09,Individual strain,Glyphosate,Experimental evidence,Contaminated soil,China,2015,Lyases,C–P lyase,,10.2323/jgam.61.165,
Pseudomonas spp. GA09,Individual strain,Glyphosate,Experimental evidence,Contaminated soil,China,2015,Oxidoreductases,Glyphosate oxidoreductase,,10.2323/jgam.61.165,
Pseudomonas spp. GC04,Individual strain,Glyphosate,Experimental evidence,Contaminated soil,China,2015,Lyases,C–P lyase,,10.2323/jgam.61.165,
Pseudomonas spp. GC04,Individual strain,Glyphosate,Experimental evidence,Contaminated soil,China,2015,Oxidoreductases,Glyphosate oxidoreductase,,10.2323/jgam.61.165,
Chryseobacterium sp Y16C,Individual strain,Glyphosate,Experimental evidence,Contaminated sludge,China,2022,Hydrolases,C–N bond cleavage enzymes,,10.1016/j.jhazmat.2022.128689,
Pseudomonas pseudomallei Strain 22,Individual strain,Glyphosate,Experimental evidence,Agricultural soil,Mexico,1995,Lyases,C–P lyase-associated proteins,"glpA, glpB",10.1128/AEM.61.2.538-543.1995,
Enterobacter sp. Bisph2,Individual strain,Glyphosate,Genomic evidence,Soil,Algeria,2016,Lyases,Phosphonate-related enzymes (genomic study based),,10.1016/j.gdata.2016.03.005,
Pseudomonas sp. PG2982,Individual strain,Glyphosate,Experimental evidence,Soil,USA,1988,Transferases,Phosphate transport system,,10.1128/AEM.54.7.1886-1888.1988,
Pseudomonas sp. PG2982,Individual strain,Glyphosate,Experimental evidence,Soil,USA,1984,Lyases,C–P lyase,,10.1128/AEM.48.5.1049-1050.1984,
Bacillus licheniformis ST401,Individual strain,Glyphosate,Enzymatic evidence,Not specified,USA,2007,Transferases,Glyphosate N-acetyltransferase (GAT),gat,10.1074/jbc.M610267200,
Undefined mixed aerobic bacterial biofilm cultures from rotating-drum systems,Mixed biofilm culture,"1,4-Dimethylnaphthalene","Mixed acclimated aerobic biofilm inocula degraded 1,4-dimethylnaphthalene during batch mixed-substrate experiments.",,,1989,,,,"Arvin E, Jensen BK, Gundersen AT. Substrate interactions during aerobic biodegradation of benzene. Applied and Environmental Microbiology. 1989;55(12):3221-3225.",
Sulfate-reducing Jilin Oilfield production-water enrichment,Enrichment culture,"1,4-Dimethylnaphthalene","A crude-oil C2-naphthalene fraction containing several dimethylnaphthalene isomers, including 1,4-DMN, was largely degraded under sulfate-reducing enrichment conditions.",Oilfield production water/crude oil enrichment,"Jilin Oilfield, China",2024,,,,"Biodegradation of crude oil by nitrate-reducing, sulfate-reducing, and methanogenic microbial communities under high-pressure conditions. Microorganisms. 2024.",
Petrimonas sulfuriphila PET,Individual strain,Lindane,Experimental evidence — 41.2% degraded (58.8% residual); γ-HCH/chlorobenzene measured chromatographically,COP-polluted flooded sediment,Not reported in accessible abstract,2025,Yes,2-haloacid dehalogenase; cobalamin-associated dehalogenation,2-haloacid dehalogenase and cobalamin-biosynthesis genes,10.1016/j.watres.2024.122730,
Robertmurraya sp. CYTO,Individual strain,Lindane,Experimental evidence — 54.4% degraded (45.6% residual); chromatographic confirmation,COP-polluted flooded sediment,Not reported in accessible abstract,2025,Yes,2-haloacid dehalogenase; cobalamin-associated dehalogenation,2-haloacid dehalogenase and cobalamin-biosynthesis genes,10.1016/j.watres.2024.122730,
Hungatella sp. CloS1,Individual strain,Lindane,Experimental evidence — 39.8% degraded (60.2% residual); chromatographic confirmation,COP-polluted flooded sediment,Not reported in accessible abstract,2025,Yes,2-haloacid dehalogenase; cobalamin-associated dehalogenation,2-haloacid dehalogenase and cobalamin-biosynthesis genes,10.1016/j.watres.2024.122730,
Enterococcus avium PseS3,Individual strain,Lindane,Experimental evidence — 30.7% degraded (69.3% residual); chromatographic confirmation,COP-polluted flooded sediment,Not reported in accessible abstract,2025,Yes,2-haloacid dehalogenase; cobalamin-associated dehalogenation,2-haloacid dehalogenase and cobalamin-biosynthesis genes,10.1016/j.watres.2024.122730,
Anaerobic flooded-soil microbial community,Microbial community,Lindane,Experimental evidence — 79.05% degradation with PE-MP-soaked lindane; 37.65% lindane-only; 34.94% PE-MP-mixed after 10 d; chemical analysis + 16S profiling,Flooded agricultural soil microcosm,China; exact site not reported in abstract,2025,,,,10.1016/j.jhazmat.2025.139849,
Sphingobium japonicum UT26 engineered derivatives,Individual strain,Lindane,Experimental and enzymatic evidence — quantitative γ-HCH/metabolites by GC-ECD after 60 min; assimilation by plate assay/qPCR,Engineered reference-strain derivatives,"Sendai, Japan",2025,Haloalkane dehalogenase,DmmA; Rluc_anc; Rluc_anc_R7P; LinB comparator,dmmA; rluc_anc; rluc_anc_R7P; linA; linB; linC,10.1093/bbb/zbaf022,
Klebsiella sp. ASNY6,Individual strain,Lindane,Experimental evidence — 100 ppm initial; quantitative GC kinetic decline over 8 d; γ-PCCH detected by GC-MS (RT 8.814 min); TLC confirmation,Contaminated river water,"Ganga River, Prayagraj, India",2026,Dechlorinase,Dechlorinase activity; identity unresolved,,10.21276/pt.2026.v3.i1.12,
Pseudomonas spp. dominant in anaerobic enrichment,Enrichment culture member,Lindane,Experimental evidence — removal rate increased 33.3±1.2 to 85.3±4.5 µM/d; MCB/benzene by headspace GC-FID; H2 by GC-TCD; 16S profiling,Lindane-contaminated aquifer groundwater,"Sabiñánigo, Spain",2026,,Reductive dechlorination activity; enzyme not isolated,,10.1016/j.jhazmat.2026.142242,
Shewanella spp. dominant in anaerobic enrichment,Enrichment culture member,Lindane,Experimental evidence — removal rate increased 33.3±1.2 to 85.3±4.5 µM/d; MCB/benzene by headspace GC-FID; H2 by GC-TCD; 16S profiling,Lindane-contaminated aquifer groundwater,"Sabiñánigo, Spain",2026,,Reductive dechlorination activity; enzyme not isolated,,10.1016/j.jhazmat.2026.142242,
Sphingobium japonicum UT26 LinA expressed in Arabidopsis,Individual strain,Lindane,Enzymatic evidence — >90% removed in 4 weeks; TCB and DCB products chemically detected,Bacterial gene expressed in engineered plant,Japan / laboratory system,2026,Dehydrochlorinase,LinA,linA,10.1111/1751-7915.70409,
Burkholderia cepacia TBr1,Individual strain,Glyphosate,Experimental evidence — 67% degradation of 15 mg/mL within 7 d,Tithonia diversifolia rhizosphere soil,Not reported in abstract,2026,C–P lyase activity,C–P lyase,,10.48048/tis.2026.12865,
Bacillus velezensis TBr12,Individual strain,Glyphosate,Experimental evidence — 76% degradation of 15 mg/mL within 7 d,Tithonia diversifolia rhizosphere soil,Not reported in abstract,2026,C–P lyase activity,C–P lyase,,10.48048/tis.2026.12865,
Stenotrophomonas sp. Ps-B,Individual strain,Glyphosate,Experimental evidence — complete degradation of high doses after ≥40 d; spectrophotometry and culture-based monitoring,Soil isolate,Not reported in abstract,2025,,,,10.3389/fmicb.2025.1668968,
Lysinibacillus fusiformis SA-4,Individual strain,Glyphosate,Experimental evidence — complete degradation of high doses after ≥40 d; spectrophotometry and culture-based monitoring,Soil isolate,Not reported in abstract,2025,,,,10.3389/fmicb.2025.1668968,
Enterobacter cloacae SB-2,Individual strain,Glyphosate,Experimental evidence — complete degradation of high doses after ≥40 d; spectrophotometry and culture-based monitoring,Soil isolate,Not reported in abstract,2025,,,,10.3389/fmicb.2025.1668968,
Stenotrophomonas maltophilia GP-1,Individual strain,Glyphosate,Enzymatic evidence — metabolites sarcosine/glycine by TLC and LC-MS/MS; C–P lyase activity 0.4 U,Environmental bacterial isolate,India,2025,C–P lyase,Glyphosate-specific C–P lyase,phn operon; phnJ; sox,10.1007/s10532-025-10169-7,
Anaerobic aquatic microbial community,Microbial community,Thiamethoxam,"Experimental evidence — 85.92% removal at 200 mg/L nitrate; 7.45-fold control; electrochemistry, ETSA/NADH, enzyme assays and metatranscriptomics",Anaerobic aquatic microcosm,"Guangdong, China",2025,Reductases; catalase,Nitrate reductase; nitrite reductase; catalase,Functional genes identified by metatranscriptomics,10.1016/j.envres.2025.122141,
Anaerobic microbial community,Microbial community,Thiamethoxam,"Experimental evidence — nitrite produced 15.9-fold higher removal than control; electrochemical, enzymatic and microbial analyses",Anaerobic treatment microcosm,China,2025,Nitrogen-cycle enzymes,Enzyme activities reported; names require full text,Functional genes profiled,10.1016/j.jece.2025.119002,
Tolypothrix tenuis,Individual strain,Thiamethoxam,Experimental evidence — 95.7% degradation; LC-MS quantified residues and products,Microalgal culture,China,2026,Yes,Intracellular enzymes and ROS implicated,,10.3390/w18030304,
Pseudomonas aeruginosa BRD1,Individual strain,Profenofos,Experimental evidence — 76% of 100 ppm after 96 h; HPLC and ESI-MS metabolites,Agricultural soil,"Baharpur, Purba Bardhaman, West Bengal, India",2026,Multiple,Phosphodiesterase; cytochrome P450; GST; hydrolases,bphD; glpD; estB_1; estB_2; pdeB; pdeN; pdeG; gstB_2; yfcF; gstB_3; cpg2; lap; pepN,10.22207/jpam.20.2.62,
Metarhizium anisopliae M-Tg1,Individual strain,Profenofos,Experimental evidence — reduced 2.78 to 0.39 mg/kg; GC-MS,Suppressive agricultural soil,Indonesia,2025,,,,10.5943/cream/15/1/12,
Beauveria bassiana B-Tg1,Consortium member,Profenofos,Experimental evidence — residue reduction confirmed by GC-MS; lower than best single M. anisopliae treatment,Suppressive agricultural soil,Indonesia,2025,,,,10.5943/cream/15/1/12,
Metarhizium anisopliae M-Tg1,Consortium member,Profenofos,Experimental evidence — residue reduction confirmed by GC-MS; lower than best single M. anisopliae treatment,Suppressive agricultural soil,Indonesia,2025,,,,10.5943/cream/15/1/12,
Bacillus subtilis strain UAMC,Individual strain,Endosulfan,Experimental evidence — 97.6% α-endosulfan and 69.45% β-endosulfan; metabolites instrumentally identified; no endosulfan sulfate,Environmental bacterial isolate,Mexico,2026,Hydrolase implicated,Hydrolytic degradation enzymes,,10.1007/s10532-026-10312-y,
Pseudomonas spp. in Tunisian hypersaline sediment community,Microbial community member,Thiabendazole,"Experimental evidence — >99% degradation by GC-FID; half-elimination 27 d biological, 19 d BES, 6 d after biostimulation",Hypersaline sediment,Tunisia,2025,,,,10.3389/fmicb.2024.1529841,
Marinobacter spp. in Tunisian hypersaline sediment community,Microbial community member,Thiabendazole,"Experimental evidence — >99% degradation by GC-FID; half-elimination 27 d biological, 19 d BES, 6 d after biostimulation",Hypersaline sediment,Tunisia,2025,,,,10.3389/fmicb.2024.1529841,
Meyerozyma guilliermondii Wyslmt,Individual strain,Diquat,Experimental evidence — quantitative degradation curve and three products by UPLC-QTOF-MS,Environmental yeast isolate,China,2025,,,,10.3389/fmicb.2025.1652141,
Bacillus flexus PC5,Individual strain,Cypermethrin,Experimental evidence — 75.74% of 100 mg/L in 6 d; 89.10% in soil over 30 d; GC-MS metabolites,Cypermethrin-treated agricultural soil,Not reported in abstract,2026,,,,10.4314/br.v24i1.10,
Bacillus licheniformis,Consortium member,Spinetoram,"Experimental evidence — 99% removal of 400 mg/L at 35 °C, pH 9",Environmental bacterial isolates,Iraq,2026,,,,10.31185/jwsm.599,
Bacillus pumilus,Consortium member,Spinetoram,"Experimental evidence — 99% removal of 400 mg/L at 35 °C, pH 9",Environmental bacterial isolates,Iraq,2026,,,,10.31185/jwsm.599,
Pandoraea pnomenusa ZQ05,Individual strain,Acephate,Experimental and enzymatic evidence — 96.8% in water within 18 h; complete in soil within 15 h; chromatographic/multi-omics confirmation,Isolated from acephate-degrading consortium ZQ01,"Guangzhou, China",2026,Amidase,Aca amidase,aca,10.1016/j.biortech.2025.133298,
Klebsiella michiganensis ES15,Individual strain,Acetochlor,"Experimental and genetic evidence — 79.23% within 4 d; gene knockout, expression and chemical analysis",Acetochlor pesticide-plant activated sludge,China,2025,Glutathione S-transferase,Km-Gst,gst,10.1016/j.pestbp.2025.106530,
Microbial consortium AT1,Microbial consortium - members not specified,Acetochlor,Experimental evidence — near-complete degradation of 50–1000 mg/L in 6–12 d; metabolomics and soil validation,Acetochlor-contaminated soil,"Shenyang, China",2025,,,,10.1016/j.jenvman.2025.125892,
Rhizosphere microbiome enriched in Pseudomonas,Individual strain,Acetochlor,Experimental/genetic evidence — biofilter degradation with seven intermediates by GC-MS,Planted biofilter rhizosphere,Northeast China,2026,Multiple pathway enzymes,Dehalogenase/formaldehyde and nitrogen-metabolism enzymes,dhaA; fdhA; mxaJ; K01455; norB; nemA,10.1016/j.jhazmat.2025.140635,
Bacillus proteolyticus LBb2,Individual strain,Imidacloprid,Experimental evidence — 53.20% of 100 mg/L in 7 d; metabolites/pathway chemically analyzed,Soil enrichment isolate,China,2025,,,,10.1016/j.rhisph.2025.101035,
Flavobacterium sp. IM-1,Individual strain,Imidacloprid,Experimental evidence — 58.40% in 28 d by HPLC; 5-hydroxy-imidacloprid by LC-MS/MS,Endophyte from imidacloprid-treated Brassica rapa,Japan,2026,,,,10.1021/acsagscitech.5c00787,
Sphingobium sp. A2 (immobilized),Individual strain,Dicamba,Experimental evidence — 85.3% wastewater removal in third cycle; complete 10 mg/kg soil degradation in 18 d; analytical monitoring,Industrial wastewater/farmland-soil degrader,China,2026,,,,10.1016/j.ibiod.2026.106326,
Bacillus cereus,Individual strain,Malathion,Experimental evidence — 98% within 36 h optimized; UHPLC confirmation and GC-MS metabolites,Field soil,India,2025,,,,10.1080/10889868.2024.2448548,
Pseudomonas putida NC1,Individual strain,Ethiprole,Experimental and enzymatic evidence — 79.7% of 50 mg/L in 24 h; products/pathway instrumentally verified,Environmental isolate,China,2025,GMC-family oxidoreductase,GmcF,gmcF,10.1016/j.ibiod.2024.105985,
Cronobacter muytjensii GH10,Individual strain,Fenamiphos,Experimental and enzymatic evidence — quantitative soil degradation time course; recombinant enzyme cleaved P–O–C bond; chromatography used,Chlorpyrifos-treated soil,Egypt,2025,Organophosphorus hydrolase,OPH,oph,10.21608/ejchem.2025.395474.11922,
Klebsiella spp. isolates,Isolate group,Chlorantraniliprole,Experimental evidence — degradation percentages quantified by LC-MS/MS; values reported per isolate in study heatmap,Farmgate fruits/vegetables from pesticide-intensive fields,India,2025,,,,10.1007/s10532-025-10216-3,
Staphylococcus epidermidis isolate,Individual strain,Chlorantraniliprole,Experimental evidence — degradation percentages quantified by LC-MS/MS; value reported in study heatmap,Farmgate fruits/vegetables from pesticide-intensive fields,India,2025,,,,10.1007/s10532-025-10216-3,
