pesticide,pdf_file,probable_title,doi_candidates,year_candidates,candidate_microorganisms_or_strains,biodegradation_term_hits,molecular_term_hits,pathway_term_hits,automated_evidence_signal,review_decision,review_notes,curation_folder,pesticide_mentions,pesticide_degradation_contexts,microbial_contexts_near_pesticide,gene_enzyme_contexts_near_pesticide,abiotic_or_irrelevant_flags,title_has_pesticide,title_has_degradation_term,best_pesticide_context,review_score,review_priority,recommended_review_action,likely_database_use
Thiamethoxam,"Dissipation, Bioconcentration and Dietary Risk Assessment of Thiamethoxam and Its Metabolites in iAgaricus bisporusi and Substrates under Different Application Methods..pdf","Dissipation, Bioconcentration and Dietary Risk Assessment of",10.3390/toxics11060500; 10.3390/toxics11060500/s1,2020; 2021; 2022; 2023,mixed with 25 kg,127,5,87,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,56,24,2,2,2,0,0,"toxics Article Dissipation, Bioconcentration and Dietary Risk Assessment of Thiamethoxam and Its Metabolites in Agaricus bisporus and Substrates under Different Application Methods Shanshan Chen 1,† , Qicai Zhang 1,† , Qinxiong Rao 1 , Xianli Wang 1 , Penghui Du 2 and Weiguo Song 1, * 1 Institute of Agro-Food Standards and Testing Technology, Shanghai Academy of Agricultural Sciences, Shanghai 201403, China; shanshanchen2013@saas.sh.cn (S.C.); qicaizhang@126.com (Q.Z.); qinxiongrao@163.com (Q.R.); wangxianli@saas.sh.cn (X.W.) 2 College of Food Sciences, Shanghai Ocean University, S",123,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Kinetics and mechanism of thiamethoxam abatement by ozonation and ozone-based advanced oxidation processes..pdf,Contents lists available at ScienceDirect,10.1016/j.jhazmat.2020.122180,2017; 2018; 2019; 2020,,57,30,56,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,169,14,5,9,6,0,0,"ozonation and T ozone-based advanced oxidation processes Huijiao Wanga, Juhong Zhana, Lingwei Gaoa, Gang Yua, Sridhar Komarnenib, Yujue Wanga,* a School of Environment, Tsinghua University, Beijing 100084, China b Department of Ecosystem Science and Management and Material Research Institute, 205 MRL Building, The Pennsylvania State University, University Park, PA 16802, USA GRAPHICAL ABSTRACT ARTICLE INFO ABSTRACT Editor: Xiaohong Guan In this study, the abatement of neonicotinoid insecticide, thiamethoxam, by single ozonation, ozone/ultraviolet Keywords: (O3/UV) and electro-peroxone (EP) process was evaluated. The second-order rate constants for the reaction of Ozone thiamethoxam with O3 and hydroxyl radical (%OH) at pH 7 were determined to be 15.4 M–1 s–1 and 3.9 × 109 Ultraviolet M–1 s–1, respectively. The degradation pathways of thiamethoxam were proposed based on quantum chemical E",123,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Phosmet,Residual degradation and toxicity of insecticides against Bactrocera oleae..pdf,Environ Sci Pollut Res,10.1007/s11356-017-0347-x,2014; 2015; 2016; 2017,,16,23,19,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Phosmet/PesticideDB_curation_Phosmet_20260707,16,5,1,4,1,0,0,"2017 / Accepted: 26 September 2017 # Springer-Verlag GmbH Germany 2017 Abstract Field and lab trials took place in Crete (July to minimized, toxicity of pyrethroids remained almost stable September 2016), concerning the residual degradation and (> 60%) for the first 2 weeks and then decreased to 30–40%, toxicity of seven active ingredients applied as bait sprays which remained stable up to the end of the study (8 weeks). against the olive fruit fly. Highest residues were recorded in Concerning phosmet, its toxicity ranged from 35 to 56% for olive leaves for dimethoate and phosmet (~ 60 mg/kg) imme- 3 weeks with no significant reduction, while spinosad presentdiately after application (day 1+), while a threefold and five- ed a lower toxicity profile (50% only for 1 week). The benefits fold reduction was observed 1 week later, respectively. of these results in the knowledge of insecticide",122,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Spirodiclofen,Review of the existing maximum residue levels for spirodiclofen according to Article 12 of Regulation (EC) No 3962005..pdf,APPROVED: 6 October 2021,10.2903/j.efsa.2010.1560; 10.2903/j.efsa.2015; 10.2903/j.efsa.2016.4457; 10.2903/j.efsa.2018.5147,2019; 2020; 2021; 2025,,42,38,63,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Spirodiclofen/PesticideDB_curation_Spirodiclofen_20260707,217,3,2,3,0,0,0,"o 396/2005, EFSA shall provide a reasoned opinion on: • the inclusion of the active substance in Annex IV to the Regulation, when appropriate; • the necessity of setting new MRLs for the active substance or deleting/modifying existing MRLs set out in Annex II or III of the Regulation; • the inclusion of the recommended MRLs in Annex II or III to the Regulation; • the setting of speciﬁc processing factors as referred to in Article 20(2) of the Regulation. The active substance and its use pattern Spirodiclofen is the ISO common name for 3-(2,4-dichlorophenyl)-2-oxo-1-oxaspiro[4.5]dec-3-en-4-yl 2,2-dimethylbutyrate (IUPAC). The chemical structure of the active substance and its main metabolites is reported in Appendix F. The EU MRLs for spirodiclofen are established in Annex IIIA of Regulation (EC) No 396/2005. Codex maximum residue limits (CXLs) for spirodiclofen were also established by t",122,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Imazamox,Behavior of imidazolinone herbicide enantiomers in earthworm-soil microcosms Degradation and bioaccumulation..pdf,Science of the Total Environment 707 (2020) 135476,10.1007/s12161; 10.1016/j.scitotenv.2019.135476,2017; 2018; 2019; 2020,,58,1,8,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Imazamox/PesticideDB_curation_Imazamox_20260707,32,21,2,0,1,0,0,"i key laboratory of Agric-Environment and Agric-products Safety, National Demonstration Center for Experimental Plant Science Education, College of Agriculture, Guangxi University, Nanning, Guangxi 530004, People's Republic of China H I G H L I G H T S G R A P H I C A L A B S T R A C T • The bioaccumulation of three imidazolinone herbicides in earthworm tissues was not enantioselective. • The degradation of imazapic in soils was enantioselective, and no signiﬁcant stereoselectivity occurred for imazamox and imazethapyr. • The BSAFs values were negatively corre lated with the log KOW values of herbi cides and were positively correlated with organic matter content of soil in earthworm-soil microcosms. a r t i c l e i n f o a b s t r a c t Article history: Imidazolinone herbicides are a group of chiral herbicides that are widely used to control weeds in crops. Despite Received 5 September 2",121,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,"Dissipation of neonicotinoid insecticides imidacloprid, indoxacarb and thiamethoxam on pomegranate (Punica granatum L.)..pdf",Ecotoxicology and Environmental Safety 171 (2019) 130–137,10.1016/j.ecoenv.2018.12.070,2016; 2017; 2018; 2019,,14,1,12,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,58,7,3,0,1,0,0,"ring the same cropping season. The QuEChERS analytical method in conjunction with LC-MS/MS Indoxacarb was validated to analyse the insecticides on pomegranate fruits with peel (whole fruit), without peel (aril) and in Liquid chromatography mass spectrometry (LC the field soil. The method performance was satisfactory with the limit of quantification (LOQ) of 0.005 mg/kg MS/MS) Pomegranate which was below the maximum residue limits (MRLs) in pomegranate for the 3 compounds. A first order reaction Thiamethoxam kinetics was observed for the three insecticides with the half -life of degradation of 8–11.1 days for imidacloprid; 7.4–8.4 days for indoxacarb and 9.8–14.2 days for thiamethoxam. Though the insecticides are systemic in nature, the residues in the edible pomegranate aril were always < LOQ. The maximum residue levels of imi dacloprid on pomegranate was less than its MRL of 1 mg/kg, so",120,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Triazophos,Triazophos (TAP) removal in horizontal subsurface flow constructed wetlands (HSCWs) and its accumulation in plants and substrates..pdf,www.nature.com/scientificreports,10.1038/s41598-017-05874-0,2015; 2016; 2017; 2018,,23,7,11,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,14,3,4,5,2,0,0,"8–45 (2014). 22. Zarate, F. M., Schulwitz, S. E., Stevens, K. J. & Venables, B. J. Bioconcentration of triclosan, methyl-triclosan, and triclocarban in the plants and sediments of a constructed wetland. Chemosphere 88, 323–329 (2012). 23. Verlicchi, P. & Zambello, E. How efficient are constructed wetlands in removing pharmaceuticals from untreated and treated urban wastewaters? A review. Sci. Total Environ. 470, 1281–1306 (2014). 24. Lin, K. D. & Yuan, D. X. Degradation kinetics and products of triazophos in intertidal sediment. J. Environ. Sci. 17, 933–936 (2005). 25. Briggs, G. G., Bromilow, R. H. & Evans, A. A. Relationships between lipophilicity and root uptake and translocation of non-ionised chemicals by barley. Pestic. Sci. 13, 495–504 (1982). 26. Xiao, H. P., Cheng, S. P. & Wu, Z. B. Microbial community variation in phytoremediation of triazophos by Canna indica Linn. in a hydrop",118,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Abamectin,Soil fumigation alters adsorption and degradation behavior of pesticides in soil..pdf,Environmental Pollution 246 (2019) 264e273,10.1002/ps.4911; 10.1016/j.envpol.2018.12.003; 10.1371/journal.pone.0188245,2015; 2016; 2018; 2019,,36,4,7,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707,21,7,2,0,1,0,0,"groundwater in fumigated soil. The effect on soil pesticide adsorption in different types of chloropicrin (CP) fumigated soils was also examined. We observed that the equilibrium adsorption (qe) decreased signiﬁcantly at 24 h. Soil fumiKeywords: Chloropicrin gation decreased the Freundlich Kf and Kfoc values, and increased the Freundlich exponent 1/n values, for Adsorption isotherms pesticides in fumigated Beijing soil. Soil fumigation inﬂuenced the Kf of pendimethalin, oxyﬂuorfen and Kinetics abamectin the most, which themselves had a larger Kf in untreated soil. This indicated that the greater Groundwater pollution the soil pesticide adsorption the greater the inﬂuence of a fumigation treatment on that pesticide. The Kf Degradation was decreased more in the Heilongjiang and Beijing CP-fumigated soils that had high organic carbon content compared to Hunan soil. Fumigation of the soil w",115,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Assessing the effectiveness of imidacloprid and thiamethoxam via root irrigation against Megalurothrips usitatus (Thysanoptera Thripidae) and its residual effects on cowpea..pdf,https://doi.org/10.1093/jee/toad166,10.1002/jsfa.9074; 10.1002/ps.4152; 10.1007/s10340-022-01579-0; 10.1007/s10661-013-3536-1,2021; 2022; 2023; 2025,,6,6,11,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,65,3,1,3,0,0,0,"sampled cowpea plants in each replicate within and protecting all parts of the crop, and then acting as neurotoxins each treatment at different growth stages were counted and statisagainst pests, they have been widely applied on seeds and roots of tically analyzed. In order to ensure the accuracy of counting, the various crops for pest control (Goulson 2013). A recent study has re- leaves or flowers with thrips were removed and packed into a sealed ported the efficacy of foliar applications of thiamethoxam mixed with bag and brought back to the laboratory for calculation. adjuvants on M. usitatus and its degradation dynamics and residues Plant and soil samples were randomly collected from each of on cowpea. Adding adjuvants can significantly improve efficacy but the blocks, with 3 cowpea plants collected for each treatment. Five does not affect the residual dynamics (0.121–0.223 mg/kg a",114,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Transcriptomic analysis of Malpighian tubules from the stingless bee Melipona scutellaris reveals thiamethoxam-induced damages..pdf,Science of the Total Environment 850 (2022) 158086,10.1002/jemt.22199; 10.1002/tox.21842; 10.1007/s00018-019-03200-7; 10.1007/s00294-008-0203-0.Expression,2019; 2020; 2021; 2022,,11,252,37,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,22,1,5,15,3,0,0,"a strategy Differentially gene expressed to reveal mechanisms of how bees deal with these stressors. To date, no molecular techniques have been applied for the Excretion organ Neonicotinoid evaluation of target and/or non-target organs in stingless bees, such as the Malpighian tubules (Mt). Therefore, in the Sublethal effects present study, we evaluated the differentially expressed genes (DEGs) in the Mt of M. scutellaris after one and eight days of exposure to LC50/100 (0.000543 ng a.i./μL) of thiamethoxam (TMX). Through functional annotation analysis of four transcriptome libraries, the time course line approach revealed 237 DEGs (nine clusters) associated with carbon/ energy metabolism and cellular processes (lysosomes, autophagy, and glycan degradation). The expression proﬁles of Mt were altered by TMX in processes, such as detoxiﬁcation, excretion, tissue regeneration, oxidative str",114,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
