pesticide,pdf_file,probable_title,doi_candidates,year_candidates,candidate_microorganisms_or_strains,biodegradation_term_hits,molecular_term_hits,pathway_term_hits,automated_evidence_signal,review_decision,review_notes,curation_folder,pesticide_mentions,pesticide_degradation_contexts,microbial_contexts_near_pesticide,gene_enzyme_contexts_near_pesticide,abiotic_or_irrelevant_flags,title_has_pesticide,title_has_degradation_term,best_pesticide_context,review_score,review_priority,recommended_review_action,likely_database_use
Vinclozolin,Biodegradation of propiconazole by newly isolated Burkholderia sp. strain BBK_9..pdf,Biodegradation of propiconazole by newly isolated,10.1007/s10532-010-9350-3; 10.1007/s13205-016-0429-3,2013; 2014; 2015; 2016,Appl Environ Microbiol 66; BBK_9 LD50 value was; BBK_9 Praveen Satapute1; BBK_9 can be used; BBK_9 regarding to the; BBK_9 strain reveals closer,161,32,42,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Vinclozolin/PesticideDB_curation_Vinclozolin_20260707,2,2,2,0,1,0,1,"xtensive attention were not responsible for the PCZ degradation. On the in the agricultural field and environmental microbiology. source of these outcomes, strain BBK_9 can be used as Interestingly, only few literatures are there which are potential strain for bioremediation of contaminated sites. dealing with the fungicide degradation by bacteria and in the previous years, many experiments have suggested that bacterial community are effective degraders of many dif ferent classes of fungicides: vinclozolin (Lee et al. 2008), tubeconazole (Nicole et al. 2009), captan (Megadi et al. & Basappa Kaliwal 2010), benzimidazole (Cycon et al. 2011) and thiram b_kaliwal@yahoo.com (Sherif et al. 2011) and is necessary since PCZ biodegra1 Department of Microbiology and Biotechnology, Karnatak dation was not thoroughly investigated with the exception University, Dharwad, Karnataka, India of Sarkar et",55,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Thiamethoxam,"Nano Structured Ni and Ru Impregnated TiO₂ Photocatalysts Synthesis, Characterization and Photocatalytic Degradation of Neonicotinoid Insecticides.pdf",Nanoscience and Nanotechnology,10.1166/jnn.2019.15880,2012; 2014; 2018; 2019,,112,9,46,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,6,5,0,2,3,0,0,"ennai 25, India 2 PG and Research Department of Chemistry, Holy Cross College, Trichy 2, India 3 Department of Chemical Engineering, A.C. Tech, Anna University, Chennai 25, India Titania by sol gel and Ni–Ru titania catalysts by wet impregnation methods were prepared and characterized by XRD, UV-DRS, BET and TEM techniques. Catalytic activities of the photocata lysts were evaluated towards the degradation of three widely used neonicotinoids type insecticides namely acetamiprid, imidacloprid and thiamethoxam under UV, Visible and solar irradiations. The reaction parameters such as initial concentration of the insecticide, weight of the catalyst and pH of the system were found to influence the reaction rate. The results indicated that the metal impreg nated catalysts were found to be more active than pure TiO2 . Ni/TiO2 or Ru/TiO2 catalysts degraded all the insecticides completely even und",54,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Glufosinate-Ammonium,HCAR Is a Limitation Factor for Chlorophyll Cycle and Chlorophyll b Degradation in Chlorophyll- b-Overproducing Plants.pdf,HCAR Is a Limitation Factor for Chlorophyll Cycle,10.3390/biom10121639,2017; 2018; 2019; 2020,GV3101,46,39,31,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Glufosinate-Ammonium/PesticideDB_curation_Glufosinate_Ammonium_20260707,1,1,1,1,0,0,0,"psis Transformation The full-length complementary DNA (cDNA) of Arabidopsis HCAR (At1g04620) gene was amplified and introduced into the Gateway entry vector pENTR4-Dual and then introduced into the Gateway-compatible binary vector pEarleyGate100 by LR reaction [30]. The construct was introduced into Agrobacterium tumefaciens (strain GV3101) and subsequently transformed into Arabidopsis using a floral dip method [31]. HCAR-overexpressing transformants were screened by spraying with the herbicide glufosinate ammonium (Basta). 2.3. Pigment Preparation and Chl Analysis First, leaves were harvested and weighed. Second, Chl and its metabolic intermediate molecules were extracted from leaf tissue by homogenization with pre-cooled acetone [32]. The extracts were Biomolecules 2020, 10, x 4 of 10 Biomolecules First,2020, 10, 1639 leaves 4 of 10 were harvested and weighed. Second, Chl and its metab",52,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Teflubenzuron,Chitin Synthesis and Degradation in Crustaceans A Genomic View and Application..pdf,Chitin Synthesis and Degradation in Crustaceans: A Genomic,10.3390/md19030153,2018; 2019; 2020; 2021,,33,256,48,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Teflubenzuron/PesticideDB_curation_Teflubenzuron_20260707,1,1,0,1,0,0,1,"ar whether the CHS genes in crustaceans share functional roles with insects or if they are distinct. RNA interference (dsCHS1 and dsCHS1+2) experiments in L. salmonis demonstrated the existence of compensation mechanisms in the chitin synthesis path way, and CHS knockdown in these salmon lice resulted in a common phenotype, which was characterized by appendage deformities and an inability to swim [36]. Moreover, CHS inhibitors, such as diflubenzuron (DFB), hexaflumuron (HX), lufenuron (LF), and teflubenzuron (TFB) are known to interfere with chitin formation and molting in insects and completely inhibit the molting process in crustaceans (copepods), which eventually leads to death [18]. Mar. Drugs 2021, 19, 153 11 of 23 3. Chitin Degradation Pathways and Gene Families 3.1. Chitin Degradation Pathways Chitin is mainly degraded through two biological pathways: chitin is first decomposed by",52,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Thiamethoxam,Biodegradation of flonicamid by Ensifer adhaerens CGMCC 6315 and enzymatic characterization of the nitrile hydratases involved..pdf,Zhao et al. Microb Cell Fact (2021) 20:133,10.1186/s12934-021-01620-4,2018; 2019; 2020; 2021,Rhodococcus sp. BCH2 and; TMX-23. https; for protein expression experi,124,88,51,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,3,3,1,0,1,0,0,"O degradation ability in surface water, but immobilized cells barely degraded FLO (data not shown) [16]. As a nitrogen-fixing bacterium, application of M. flocculans is usually limited to microbe–plant combined remediation. E. adhaerens, as a nitrogen-fixing and plant growth-promoting rhizobacterium, is a common inhab itant of soil and water environments, and shows great potential to decompose complex organic pollutants [39]. Zhou et al. [27] reported that E. adhaerens breaks down the pesticide thiamethoxam and produces secondary metabolites that are beneficial to plant growth and ger Fig. 3 Time course of FLO degradation by E. adhaerens CGMCC 6315 mination. In the present study, E. adhaerens CGMCC in surface water. A Free cells; B cells immobilized by gel beads using 6315 is shown to be capable of removing FLO from sur calcium alginate as a carrier face water. Zhao et al. Microb Cell Fa",52,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Thiamethoxam,RNA m6A Methylation Suppresses Insect Juvenile Hormone Degradation to Minimize Fitness Costs in Response to A Pathogenic Attack.pdf,www.advancedscience.com,10.1002/advs.202307650,2022; 2023; 2024; 2025,HD-73; adapt to adverse environmental; after knockdown of PxMettl3; also Scienti; and 74.0; and in the Cry1Ac-treated,5,174,56,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,1,1,1,1,0,0,0,"se in susceptibil- pathogen infection and adaption to heavy metal stress, water and ity (Figure 3E), which again probably reﬂects their pleiotropic ef- drought stresses, salt stress, and extreme temperatures.[15b] In fects. insects, we have recently found that m6 A modiﬁcation can regu A possible explanation for the downregulation of m6 A- late a cytochrome P450 gene CYP4C64 thereby conferring resismodiﬁed PxJHE is that the methylation triggered a degrada- tance to the neonicotinoid insecticide thiamethoxam in Bemisia tion pathway. Two rapid degradation pathways of m6 A-containing tabaci.[33] For pathogenic microorganisms, evading the host’s immRNAs have been revealed: YTHDF2 (an m6 A reader protein)- mune defenses is essential for survival. A study showed that m6 A mediated deadenylation via recruiting the CCR4/NOT (deadeny- modiﬁcation of genomic RNAs of human metapneumovirus is Adv. S",52,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Triazophos,"Residue Degradation and Risk Assessment of Difenoconazole and Its Metabolite during Tea Growing, Processing and Brewing by Ultra-Performance Liquid Chromatography-Tandem Mass Spectrometry Determination..pdf",Residue Degradation and Risk Assessment of Difenoconazole,10.3390/foods13071123; 10.3390/foods13071123/s1,2021; 2022; 2023; 2024,,67,0,59,candidate_pathway/metabolite,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,5,1,0,0,0,0,1,"leaching rate of metabolite difenoconazole- difenoconazole-alcohol is higher than that of difenoconazole. The fact that the spent leaves contain many more alcohol is higher than that of difenoconazole. The fact that the spent leaves contain many residues than the infusion dose is a characteristic shared by many pesticides [32]. And more residues than the infusion dose is a characteristic shared by many pesticides [32]. this result may be related to the water solubility of pesticides, the LRs of triazophos, And this result may be related to the water solubility of pesticides, the LRs of triazophos, endosulfan, and lambda-cyhalothrin were measured in tea infusion, where the LRs of endosulfan, and lambda-cyhalothrin were measured in tea infusion, where the LRs of triazophos in tea infusion was highest with its average at 29.06%, endosulfan and lambda cyhalothrin at 5.11% and 1.73%, respecti",52,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Pymetrozine,Electrochemical behavior of the insecticide pymetrozine at an electrochemically pretreated glassy carbon electrode and its analytical application..pdf,View Article Online,10.1039/c5ay01987g,2012; 2013; 2014; 2015,,4,0,4,candidate_pathway/metabolite,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707,78,4,3,0,3,0,0,"etrozine at the EPGCE showed a signiﬁcant increase. The electrochemical behavior of pymetrozine was investigated systematically and some dynamics were investigated in detail for the ﬁrst time. The results indicate that the reaction of pymetrozine on the EPGCE is a two electron and two proton process, which is controlled by both diﬀusion and adsorption. Under optimum conditions, a good linear relationship was obtained between Received 29th July 2015 Accepted 11th September 2015 peak currents and pymetrozine concentrations in the range of 1 10 7 to 5 10 6 mol L 1 with a detection limit of 8 10 8 mol L 1 (S/N ¼ 3). The proposed method was applied to the determination of DOI: 10.1039/c5ay01987g pymetrozine in real samples with satisfactory recovery results. Finally, the degradation of pymetrozine www.rsc.org/methods was also studied in natural soil. and only substance in the azomethine pyrid",51,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Thiamethoxam,Photo-degradation dynamics of five neonicotinoids Bamboo vinegar as a synergistic agent for improved functional duration..pdf,Photo-degradation dynamics of five,10.1002/etc.3335; 10.1016/j.chemosphere.2009.12.029; 10.1016/j.chemosphere.2013.09.057; 10.1016/j.chemosphere.2014.12.016,2016; 2017; 2018; 2019,,161,7,76,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,24,23,3,0,6,0,1,"oxidation processes, with products identified Editor: Yulin Gao, Chinese Academy of Agricultural using liquid chromatography-quadrupole time-of-flight mass spectrometry (LC-Q-TOF-MS) Sciences Institute of Plant Protection, CHINA found to be consistent with literature reported results. Bamboo vinegar exerted a photoReceived: June 17, 2019 quenching effect on the neonicotinoids, with an improved efficiency at higher vinegar conAccepted: September 26, 2019 centrations. The photo-quenching rates of thiamethoxam and dinotefuran were 381.58% and 310.62%, respectively, when a 30-fold dilution of vinegar was employed. The photoPublished: October 17, 2019 degradation products in bamboo vinegar were identical to those observed in methanol, with Peer Review History: PLOS recognizes the acetic acid being the main factor influencing the observed quenching effects. benefits of transparency in the peer",51,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
Thiophanate-Methyl,Influence of Bacillus subtilis and Trichoderma harzianum on Penthiopyrad Degradation under Laboratory and Field Studies.pdf,Influence of Bacillus subtilis and Trichoderma,10.3390/molecules25061421,2018; 2019; 2020; 2022,B1 and its application; Bacillus sp. N1. J; NY97-1. Int. J. Environ; by plants and antagonized; was inoculated into a,120,11,41,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiophanate-Methyl/PesticideDB_curation_Thiophanate_Methyl_20260707,2,2,2,0,1,0,0,"respectively. Salunkhe et al. [43] report that the degradation of carbendazim by four B. subtilis strains, TL-171, TS-204, DR-39 and CS-126, was within the range of 75.7%–95.2%. A degradation effectiveness of 73.2% was also observed by Panda et al. [44] for B. licheniformis JTC-3 bacteria. Sharma et al. [39] determined the biodegradation effectiveness of carbendazim as 85% for T. harzianum, 47% for T. viride, and 21% for T. atroviride. Cycoń et al. [45] conducted a study on the degradation of thiophanate methyl by Bacillus sp. TDS-2 strains, determining its effectiveness at a level of 77%. Youness et al. [46] report that gram-positive bacteria degrade tebuconazole by 30% in the case of B. cereus 2B9 and Bacillus sp. IB13, and by 50% in the case of Bacillus sp. 29B3 and Bacillus sp. 3B6. The degradation of tebuconazole is also influenced by another microorganism, Nocardia asteroides LAB",47,Medium,Review after high-priority papers; may contain useful evidence or context.,Pesticide-specific degradation candidate; microbial/protein evidence uncertain
